Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8721523526, 2.33911503927;"{""type"": ""Point"", ""coordinates"": [2.339115039269688, 48.8721523525874, 0.0]}";337.0;44642.0;21921.0;738.0;Richelieu-Drouot;RICHELIEU-DROUOT;Richelieu-Drouot;2242.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108043;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;651523.437;6863772.511
48.8639744458, 2.27811255845;"{""type"": ""Point"", ""coordinates"": [2.278112558447475, 48.86397444578292, 0.0]}";341.0;44461.0;21908.0;751.0;Rue de la Pompe (Av. G. Mandel);RUE DE LA POMPE (AVENUE GEORGES MANDEL);Rue de la Pompe;2252.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109041;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;647040.651;6862902.376
48.8714977394, 2.34315477308;"{""type"": ""Point"", ""coordinates"": [2.343154773075233, 48.87149773935003, 0.0]}";343.0;43310.0;22197.0;754.0;Grands Boulevards (Rue Montmartre);GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;2212.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108045;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;651819.143;6863697.25
48.8329008165, 2.33713519061;"{""type"": ""Point"", ""coordinates"": [2.337135190607983, 48.832900816544466, 0.0]}";354.0;45315.0;22160.0;768.0;Saint-Jacques;SAINT-JACQUES;Saint-Jacques;2135.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106055;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;651341.578;6859409.323
48.8415055224, 2.30794867934;"{""type"": ""Point"", ""coordinates"": [2.307948679336751, 48.84150552236795, 0.0]}";359.0;45060.0;22048.0;919.0;Volontaires;VOLONTAIRES;Volontaires;2321.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;649207.545;6860384.451
48.8574537227, 2.38071878586;"{""type"": ""Point"", ""coordinates"": [2.38071878585627, 48.85745372268132, 0.0]}";360.0;45065.0;21916.0;920.0;Voltaire (Léon Blum);VOLTAIRE (LEON BLUM);Voltaire;2235.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109075;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;654562.23;6862113.397
48.8422184136, 2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235403, 48.84221841361352, 0.0]}";366.0;44997.0;22135.0;879.0;Vavin;VAVIN;Vavin;2095.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104069;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650753.877;6860450.376
48.9307570033, 2.28417444828;"{""type"": ""Point"", ""coordinates"": [2.284174448283296, 48.93075700333628, 0.0]}";369.0;42231.0;22233.0;1008.0;Les Courtilles-Asnières-Gennevilliers;LES COURTILLES-ASNIERES-GENNEVILLIERS;Asnières Gennevilliers Les Courtilles;4131.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M13;0;0;0;A01546;;13;5.0;13-113079;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;1.0;647552.673;6870324.185
48.8046881209, 2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602166, 48.804688120911365, 0.0]}";376.0;47826.0;22399.0;896.0;Villejuif-Léo Lagrange;VILLEJUIF-LEO LAGRANGE;Villejuif-Léo Lagrange;2158.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107097;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653284.875;6856256.228
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686, 0.0]}";380.0;45056.0;22027.0;908.0;Villiers;VILLIERS;Villiers;2057.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103067;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;649776.251;6864787.951
48.7687151253, 2.46456499321;"{""type"": ""Point"", ""coordinates"": [2.464564993211323, 48.768715125271434, 0.0]}";381.0;44453.0;21784.0;1072.0;Créteil-Pointe du Lac;CRETEIL-POINTE DU LAC;Créteil-Pointe du Lac;2189.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108092;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;660647.169;6852201.736
48.7549465264, 2.30098685572;"{""type"": ""Point"", ""coordinates"": [2.30098685572291, 48.75494652643051, 0.0]}";384.0;43066.0;39846.0;19.0;ANTONY;ANTONY;Antony;2395.0;Navette;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;ORLYVAL;ORLYVAL;A01551;;ORLYVAL;23.0;ORLYVAL-301;ORL;VAL;ORLYVAL;4.0;110.0;RATP;758755.0;1.0;1.0;648611.403;6850764.9
49.0047256245, 2.57129484307;"{""type"": ""Point"", ""coordinates"": [2.571294843069262, 49.00472562449099, 0.0]}";391.0;43065.0;10221.0;1005.0;TERMINAL 2 - GARE TGV;AEROPORT CHARLES DE GAULLE 2-TGV;Aéroport Charles De Gaulle 2 TGV (Terminal 2);0.0;Navette;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;CDGVAL;CDGVAL;A01516;;CDGVAL;35.0;CDGVAL-443;CDG;VAL;CDGVAL;4.0;43.0;AEROSAT;0.0;1.0;1.0;668633.882;6878397.384
48.8856611127, 2.34254965326;"{""type"": ""Point"", ""coordinates"": [2.342549653258489, 48.8856611127015, 0.0]}";392.0;45558.0;412355.0;1018.0;Funiculaire Montmarte Station Haute;FUNICULAIRE MONTMARTRE STATION HAUTE;Funiculaire Montmarte Station Haute;0.0;Navette;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;FUNICULAIRE MON;FUNICULAIRE MONTMARTRE;A01548;;FUNICULAIRE MONTMARTRE;38.0;FUNICULAIRE MONTMARTRE-467;FUN;FUNICULAIRE MONTMARTRE;FUNICULAIR;7.0;110.0;RATP;0.0;1.0;0.0;651787.87;6865272.493
48.8940482842, 2.48034887033;"{""type"": ""Point"", ""coordinates"": [2.480348870331727, 48.894048284201254, 0.0]}";395.0;43096.0;41461.0;998.0;Bondy;BONDY;Bondy;2983.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;T4;0;0;A01761;;T4;34.0;T4-361;4;TRAMWAY;T4;5.0;822.0;SNCF;113407.0;1.0;0.0;661898.931;6866129.793
48.9319502424, 2.4962382812;"{""type"": ""Point"", ""coordinates"": [2.496238281204935, 48.931950242402564, 0.0]}";398.0;43071.0;411282.0;36.0;Aulnay-sous-Bois;AULNAY-SOUS-BOIS;Aulnay-sous-Bois;3011.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;T4;0;0;A01761;;T4;34.0;T4-405;4;TRAMWAY;T4;5.0;822.0;SNCF;271411.0;1.0;1.0;663090.823;6870336.883
48.8361229793, 2.27811917696;"{""type"": ""Point"", ""coordinates"": [2.278119176961232, 48.83612297928516, 0.0]}";399.0;45357.0;24108.0;979.0;Balard;BALARD;Balard;5461.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-108019;3A;TRAMWAY;T3A;5.0;112.0;RATP;0.0;1.0;0.0;647012.825;6859805.575
48.9177837253, 2.41769109334;"{""type"": ""Point"", ""coordinates"": [2.417691093337975, 48.917783725255454, 0.0]}";406.0;42866.0;24424.0;243.0;Drancy-Avenir;DRANCY-AVENIR;Drancy-Avenir;3507.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1013;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;657324.376;6868801.159
48.9363891471, 2.3636407022;"{""type"": ""Point"", ""coordinates"": [2.363640702197924, 48.93638914706169, 0.0]}";408.0;46327.0;23312.0;187.0;Cimetière de Saint-Denis;CIMETIERE DE SAINT-DENIS;Cimetière de Saint-Denis;3516.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1004;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;653379.945;6870900.622
48.9127049753, 2.43542099299;"{""type"": ""Point"", ""coordinates"": [2.435420992985438, 48.912704975295874, 0.0]}";417.0;47347.0;22627.0;268.0;Escadrille Normandie-Niémen;ESCADRILLE NORMANDIE-NIEMEN;Escadrille Normandie-Niémen;3504.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1016;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;658619.685;6868226.975
48.8191743291, 2.23859833779;"{""type"": ""Point"", ""coordinates"": [2.238598337792144, 48.819174329133155, 0.0]}";425.0;44137.0;25640.0;539.0;Meudon-Sur-Seine;MEUDON-SUR-SEINE;Meudon-Sur-Seine;3559.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-433;2;TRAMWAY;T2;5.0;112.0;RATP;0.0;1.0;0.0;644093.849;6857948.352
48.8195005099, 2.34580357984;"{""type"": ""Point"", ""coordinates"": [2.3458035798426, 48.81950050990105, 0.0]}";447.0;44892.0;28847.0;989.0;Stade Charléty (Porte de Gentilly);STADE CHARLETY (PORTE DE GENTILLY);Stade Charléty;5472.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-1312;3A;TRAMWAY;T3A;5.0;112.0;RATP;0.0;1.0;0.0;651965.533;6857914.061
48.9243751434, 2.40207341436;"{""type"": ""Point"", ""coordinates"": [2.402073414361554, 48.924375143437096, 0.0]}";448.0;46119.0;23303.0;807.0;Stade Géo André;STADE GEO ANDRE;Stade Géo André;3511.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1009;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;656185.376;6869542.668
48.8231516331, 2.32550957782;"{""type"": ""Point"", ""coordinates"": [2.325509577822384, 48.82315163312808, 0.0]}";453.0;44508.0;24140.0;986.0;Porte d'Orléans;PORTE D'ORLEANS;Porte d'Orléans;5469.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A104079;3A;TRAMWAY;T3A;5.0;112.0;RATP;0.0;1.0;0.0;650478.946;6858332.556
48.9361346923, 2.34644376242;"{""type"": ""Point"", ""coordinates"": [2.34644376242267, 48.93613469226443, 0.0]}";457.0;43197.0;22635.0;760.0;Gare de Saint-Denis;GARE DE SAINT-DENIS;Gare de Saint-Denis;3520.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-416;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;1.0;652119.881;6870882.618
48.9499377357, 2.32883217135;"{""type"": ""Point"", ""coordinates"": [2.328832171353944, 48.94993773565708, 0.0]}";467.0;47362.0;42107.0;1189.0;Les Mobiles;LES MOBILES;Les Mobiles;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117067;8;TRAMWAY;T8;0.0;0.0;RATP;0.0;1.0;0.0;650881.769;6872417.043
48.9554374261, 2.30787256835;"{""type"": ""Point"", ""coordinates"": [2.30787256835423, 48.95543742610714, 0.0]}";471.0;59249.0;42113.0;1193.0;Gilbert Bonnemaison;GILBERT BONNEMAISON;Gilbert Bonnemaison;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117071;8;TRAMWAY;T8;0.0;0.0;RATP;0.0;1.0;0.0;649329.786;6873062.025
48.9339320289, 2.3131326405;"{""type"": ""Point"", ""coordinates"": [2.313132640503475, 48.93393202888011, 0.0]}";478.0;44252.0;23286.0;1078.0;Parc des Chanteraines;PARC DES CHANTERAINES;Parc des Chanteraines;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1030;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;649677.408;6870658.398
48.9302142123, 2.28372255733;"{""type"": ""Point"", ""coordinates"": [2.283722557328398, 48.93021421228677, 0.0]}";483.0;42231.0;23278.0;1083.0;Les Courtilles;LES COURTILLES;Les Courtilles;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;T1;0;0;A01191;;T1;31.0;T1-113079;1;TRAMWAY;T1;5.0;112.0;RATP;0.0;1.0;0.0;647519.017;6870264.128
48.9175149076, 2.22481218888;"{""type"": ""Point"", ""coordinates"": [2.224812188878315, 48.91751490757929, 0.0]}";491.0;44678.0;23427.0;1091.0;Parc Pierre Lagravère;PARC PIERRE LAGRAVERE;Parc Pierre Lagravère;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1510;2;TRAMWAY;T2;5.0;112.0;RATP;0.0;1.0;1.0;643188.979;6868892.774
48.8983921248, 2.35837546934;"{""type"": ""Point"", ""coordinates"": [2.358375469336868, 48.89839212477815, 0.0]}";515.0;44517.0;412988.0;1115.0;Porte de la Chapelle;PORTE DE LA CHAPELLE;Porte de la Chapelle;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;T3B;0;0;A01757;;T3B;0.0;T3B-112085;3B;TRAMWAY;T3B;5.0;112.0;RATP;0.0;1.0;1.0;652959.886;6866678.57
48.9766656914, 2.37741967331;"{""type"": ""Point"", ""coordinates"": [2.377419673310627, 48.9766656914457, 0.0]}";521.0;43013.0;28868.0;1121.0;Les Flanades;LES FLANADES;Les Flanades;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1703;5;TRAMWAY;T5;5.0;112.0;RATP;0.0;1.0;0.0;654424.693;6875371.397
48.9658555744, 2.36357222397;"{""type"": ""Point"", ""coordinates"": [2.363572223970633, 48.96585557438446, 0.0]}";525.0;46345.0;28856.0;1125.0;Alcide d'Orbigny;ALCIDE D'ORBIGNY;Alcide d'Orbigny;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1707;5;TRAMWAY;T5;5.0;112.0;RATP;0.0;1.0;0.0;653401.338;6874177.36
48.7340881621, 2.37125037622;"{""type"": ""Point"", ""coordinates"": [2.371250376223923, 48.73408816211109, 0.0]}";550.0;58782.0;35932.0;1157.0;Coeur d'Orly;COEUR D'ORLY;Coeur d'Orly;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1805;7;TRAMWAY;T7;5.0;112.0;RATP;0.0;1.0;0.0;653758.309;6848402.428
48.7944688845, 2.27265034466;"{""type"": ""Point"", ""coordinates"": [2.272650344658386, 48.79446888451292, 0.0]}";557.0;42850.0;41855.0;1164.0;Division Leclerc;DIVISION LECLERC;Division Leclerc;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117055;6;TRAMWAY;T6;0.0;0.0;RATP;0.0;1.0;0.0;646536.141;6855148.54
48.7835393328, 2.22528029528;"{""type"": ""Point"", ""coordinates"": [2.225280295281189, 48.78353933276511, 0.0]}";564.0;42830.0;2348.0;1171.0;Meudon-la-Forêt;MEUDON-LA-FORET;Meudon-la-Forêt;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117048;6;TRAMWAY;T6;0.0;0.0;RATP;0.0;1.0;0.0;643057.467;6854000.699
48.9455555392, 2.34731292517;"{""type"": ""Point"", ""coordinates"": [2.347312925167514, 48.94555553922783, 0.0]}";575.0;59326.0;42125.0;1183.0;Delaunay-Belleville;DELAUNAY-BELLEVILLE;Delaunay-Belleville;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117061;8;TRAMWAY;T8;0.0;0.0;RATP;0.0;1.0;0.0;652183.626;6871958.94
48.956671846, 2.34310923573;"{""type"": ""Point"", ""coordinates"": [2.34310923572538, 48.9566718460312, 0.0]}";578.0;59329.0;42134.0;1186.0;Pablo Néruda;PABLO NERUDA;Pablo Néruda;0.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117064;8;TRAMWAY;T8;0.0;0.0;RATP;0.0;1.0;0.0;651892.545;6873180.906
49.0387620448, 1.58153210234;"{""type"": ""Point"", ""coordinates"": [1.581532102335019, 49.0387620447533, 0.0]}";581.0;46984.0;41290.0;92.0;BONNIÈRES;BONNIERES;BONNIERES;2689.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;;;GRD LIGNES;37.0;GRD LIGNES-110;GL;GRANDES LIGNES;GL;6.0;854.0;SNCF;415893.0;1.0;0.0;596291.177;6883029.025
48.9063747703, 2.44918990449;"{""type"": ""Point"", ""coordinates"": [2.449189904488852, 48.90637477027001, 0.0]}";15.0;42345.0;22015.0;79.0;Bobigny-Pablo Picasso;BOBIGNY-PABLO PICASSO;Bobigny-Pablo Picasso;2122.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M5;0;0;0;A01538;;5;11.0;5-105037;5;METRO;M5;3.0;110.0;RATP;899905.0;1.0;0.0;659623.938;6867515.944
48.8563773572, 2.39456194456;"{""type"": ""Point"", ""coordinates"": [2.394561944560314, 48.85637735718154, 0.0]}";20.0;45196.0;22122.0;11.0;Alexandre Dumas;ALEXANDRE DUMAS;Alexandre Dumas;2027.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102037;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655576.989;6861985.838
48.8470195819, 2.29542047803;"{""type"": ""Point"", ""coordinates"": [2.295420478027581, 48.84701958188098, 0.0]}";29.0;42265.0;21987.0;43.0;Avenue Émile Zola;AVENUE EMILE ZOLA;Avenue Émile Zola;2273.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110045;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;648293.544;6861005.688
48.8907889695, 2.3773157556;"{""type"": ""Point"", ""coordinates"": [2.377315755595574, 48.89078896952844, 0.0]}";50.0;42780.0;22392.0;227.0;Crimée;CRIMEE;Crimée;2183.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107035;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654341.779;6865822.018
48.8334508582, 2.33174013099;"{""type"": ""Point"", ""coordinates"": [2.331740130985349, 48.833450858213496, 0.0]}";56.0;42835.0;22151.0;236.0;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2097.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-297;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650946.074;6859473.819
48.8470525545, 2.31642435206;"{""type"": ""Point"", ""coordinates"": [2.316424352062689, 48.84705255452885, 0.0]}";61.0;42874.0;22229.0;247.0;Duroc;DUROC;Duroc;2335.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114049;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649834.932;6860995.805
48.8546821569, 2.3060974037;"{""type"": ""Point"", ""coordinates"": [2.306097403704285, 48.85468215688774, 0.0]}";62.0;42885.0;22191.0;248.0;École Militaire;ECOLE MILITAIRE;École Militaire;2219.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108031;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;649084.551;6861850.752
48.8406632293, 2.32638461079;"{""type"": ""Point"", ""coordinates"": [2.326384610792847, 48.840663229299565, 0.0]}";64.0;45313.0;22172.0;250.0;Edgar Quinet;EDGAR QUINET;Edgar Quinet;2138.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106061;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;650559.8;6860279.096
48.8471500557, 2.26913587273;"{""type"": ""Point"", ""coordinates"": [2.269135872730268, 48.84715005570977, 0.0]}";65.0;42947.0;21971.0;251.0;Église d'Auteuil;EGLISE D'AUTEUIL;Église d'Auteuil;2265.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110029;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646364.804;6861037.728
48.8905871866, 2.32017475579;"{""type"": ""Point"", ""coordinates"": [2.320174755787804, 48.89058718660406, 0.0]}";67.0;45487.0;22231.0;113.0;Brochant;BROCHANT;Brochant;2345.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113069;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;650151.831;6865834.137
48.8785141131, 2.38161451194;"{""type"": ""Point"", ""coordinates"": [2.381614511939643, 48.87851411312453, 0.0]}";68.0;45609.0;24683.0;120.0;Buttes-Chaumont;BUTTES-CHAUMONT;Buttes-Chaumont;2363.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117035;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;654646.289;6864454.645
48.8354953554, 2.3588234891;"{""type"": ""Point"", ""coordinates"": [2.358823489097101, 48.83549535538261, 0.0]}";72.0;42426.0;22009.0;124.0;Campo Formio;CAMPO-FORMIO;Campo-Formio;2102.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105079;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;652935.942;6859684.661
48.8452047036, 2.26644154308;"{""type"": ""Point"", ""coordinates"": [2.266441543081952, 48.84520470358954, 0.0]}";78.0;42543.0;21985.0;149.0;Chardon Lagache;CHARDON-LAGACHE;Chardon-Lagache;2269.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110037;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646165.074;6860823.259
48.8724249145, 2.35604490767;"{""type"": ""Point"", ""coordinates"": [2.356044907672176, 48.872424914488995, 0.0]}";86.0;42579.0;22153.0;159.0;Château d'Eau;CHATEAU D'EAU;Château d'Eau;2082.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104043;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652765.479;6863792.558
48.8785656258, 2.36216007192;"{""type"": ""Point"", ""coordinates"": [2.362160071922951, 48.878565625799595, 0.0]}";87.0;42583.0;22367.0;161.0;Château-Landon;CHATEAU-LANDON;Château-Landon;2179.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107043;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653219.536;6864471.723
48.8587991981, 2.34730585275;"{""type"": ""Point"", ""coordinates"": [2.347305852747763, 48.85879919807379, 0.0]}";89.0;42587.0;22087.0;166.0;Châtelet;CHATELET;Châtelet;2014.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-111057;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;652111.954;6862282.748
48.8570599663, 2.34771187993;"{""type"": ""Point"", ""coordinates"": [2.347711879934219, 48.85705996628978, 0.0]}";93.0;42587.0;22364.0;169.0;Châtelet;CHATELET;Châtelet;2169.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-111057;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652140.146;6862089.115
48.8729376577, 2.33347913185;"{""type"": ""Point"", ""coordinates"": [2.333479131845597, 48.872937657673795, 0.0]}";96.0;42589.0;21932.0;174.0;Chaussée d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;2243.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109059;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;651110.785;6863863.306
48.8510502823, 2.34427334542;"{""type"": ""Point"", ""coordinates"": [2.344273345421351, 48.851050282314304, 0.0]}";100.0;42674.0;21983.0;192.0;Cluny-la Sorbonne;CLUNY-LA-SORBONNE;Cluny La Sorbonne;2281.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110060;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;651882.31;6861422.982
48.8750063981, 2.32457481029;"{""type"": ""Point"", ""coordinates"": [2.324574810293918, 48.87500639805501, 0.0]}";110.0;58566.0;21963.0;771.0;Saint-Lazare;SAINT-LAZARE;Saint-Lazare;2059.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-329;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;1.0;650459.637;6864098.885
